customer_id,transaction_id
2350,412
720,413
3249,414
2939,415
1035,416
492,417
3100,418
1586,419
31,420
887,421
3356,422
2498,423
3415,424
2828,425
3117,426
2850,427
2779,428
683,429
2342,430
3388,431
1968,432
2923,433
15,434
2659,435
3417,436
1862,437
1670,438
2126,439
2702,440
125,441
750,442
359,443
2820,444
850,445
3072,446
820,447
919,448
1250,449
1655,450
1194,451
234,452
724,453
1976,454
193,455
1588,456
167,458
2821,459
1201,460
893,461
2794,462
3166,463
1422,464
3476,465
505,466
1132,467
2363,468
1816,469
73,470
647,471
1304,472
344,473
1001,474
2724,475
1787,476
524,478
479,479
1782,480
361,481
1135,482
1591,483
941,484
804,485
2729,486
223,487
1571,488
2747,489
506,490
2676,491
547,492
2623,493
479,495
661,496
1854,497
125,498
1037,499
1446,500
2810,501
500,502
2468,503
1785,504
2560,505
1853,506
3468,507
3389,508
3015,509
3073,510
683,511
1020,512
1052,513
1679,514
3330,515
1591,516
311,517
1996,518
997,519
1276,520
693,521
3013,522
2234,523
1171,524
1849,525
827,526
1499,527
2233,528
103,529
1494,531
1559,532
3381,533
1517,534
776,535
1018,536
3280,537
1042,538
1312,539
682,540
1499,541
1555,542
246,543
2734,544
2336,545
2391,546
2139,547
867,548
543,549
2839,550
3382,551
333,552
2826,553
1707,554
1198,555
359,556
170,557
3481,558
695,560
2298,561
753,562
3071,563
1913,564
2633,565
178,566
252,567
1032,568
1094,569
1396,570
1186,571
2770,572
2271,573
2518,574
3197,575
2538,576
1579,578
1979,579
1447,580
2618,581
1224,582
3053,583
1019,584
1677,585
1047,586
1320,587
823,588
854,589
1141,590
1574,591
132,592
1399,593
2118,594
825,595
1691,596
345,597
1665,598
1059,599
964,600
1466,601
3477,602
3318,603
2490,604
3023,605
2878,606
2754,607
266,608
1409,609
3482,610
368,611
3275,612
904,613
2536,614
375,615
2694,616
3285,617
3016,618
3493,619
864,620
2510,621
3097,622
2156,623
1600,624
2033,625
1999,626
968,627
2060,628
2569,629
2853,630
818,631
3164,632
2211,633
2296,635
2836,636
524,637
1436,638
482,639
760,640
757,641
1570,642
3245,643
1841,644
3039,645
2590,646
2175,647
485,648
606,649
761,650
3154,651
1739,652
2700,653
1775,654
46,655
3470,656
3190,657
3076,658
2240,659
2814,660
29,661
2072,662
2486,663
2383,664
759,665
2777,666
3109,667
3190,668
3420,669
112,670
2874,671
940,672
1952,673
1618,674
1817,675
1665,676
2609,677
626,678
693,679
2151,680
3085,681
1747,682
2095,683
1289,684
2347,685
1762,686
1374,687
836,688
2310,689
1371,690
1385,691
2744,692
294,694
1282,695
1400,696
2285,697
623,698
1535,699
2153,700
2477,701
2368,702
211,703
1874,704
2243,705
1329,706
260,707
2587,708
2606,709
437,710
1117,711
2101,712
2638,713
2554,714
3393,715
1929,716
2167,717
2618,718
1753,719
1480,720
364,721
633,722
1284,723
521,724
2839,725
352,726
3486,727
3048,728
1791,729
1721,730
411,731
1644,732
679,733
2989,734
2485,735
459,736
669,737
2894,738
2184,739
2908,740
1340,741
2419,742
445,743
463,744
255,745
3499,747
2865,748
2167,749
2195,750
1754,751
1881,752
1216,753
1192,754
229,755
2383,756
2488,757
3278,758
3435,759
1068,760
2055,762
1084,763
3435,764
57,765
418,766
2554,767
2810,768
285,769
1286,771
1694,772
2265,773
3402,774
94,775
2701,776
3335,777
1580,778
2832,779
1608,780
897,781
3220,782
2453,783
2755,784
3094,785
666,786
2981,787
1739,788
1877,789
2346,790
1147,791
3061,792
283,793
1030,794
2035,795
1411,796
269,797
729,798
2508,799
1200,800
1432,801
772,802
398,803
475,804
1753,805
3028,806
3284,807
2158,808
357,809
1016,810
700,811
2153,812
673,813
928,814
3421,815
2672,817
2989,818
2306,819
3467,820
3091,821
995,822
56,823
3256,824
1307,826
532,827
1331,828
1060,829
2509,830
2524,831
98,832
3175,833
1893,834
40,836
1791,837
2288,838
1779,839
3263,840
955,841
294,842
2783,843
1003,845
1051,846
183,847
959,848
27,849
2207,850
637,852
1190,853
2177,854
1671,855
2247,856
2344,857
2440,858
967,859
467,860
2628,861
71,862
2412,863
565,864
1211,865
79,866
1731,867
2685,868
3187,869
3078,870
3488,871
1970,872
3180,873
2054,874
178,875
1980,878
2101,879
1512,880
1770,881
1537,882
247,883
257,884
482,885
1298,886
2448,887
461,888
3326,889
2140,890
943,891
2384,892
1978,893
2997,894
2025,895
43,896
1935,897
1710,898
1513,899
2567,900
3433,901
6,902
2688,903
3195,904
405,905
1060,906
2684,907
1853,908
399,909
3285,910
2473,911
3044,912
367,913
2537,914
1368,916
224,917
1405,919
2309,920
2734,921
1527,922
1181,923
295,924
1186,925
949,926
2378,927
1363,928
2599,929
907,930
1857,931
2494,932
508,933
2475,934
69,935
2545,936
1714,937
1478,938
534,939
3197,940
1072,941
2505,942
2954,943
1278,944
3047,945
2097,946
729,947
1601,948
1724,949
175,950
2972,952
2481,953
273,954
1650,955
152,956
2118,957
233,958
2758,959
802,960
2924,961
3182,962
43,963
2142,964
82,965
636,966
1000,967
1138,968
2979,969
815,970
3273,971
316,972
501,973
2860,974
1904,975
1589,976
1946,977
2210,978
2712,979
3314,980
2195,981
147,982
729,983
2403,984
2336,985
860,986
2627,987
1193,988
499,989
1015,990
2957,991
2001,992
662,993
640,994
1558,995
2572,996
689,997
1041,998
2217,999
2492,1000
452,1001
906,1002
841,1003
2254,1004
2850,1005
495,1006
1617,1007
1639,1008
2897,1009
1731,1010
2057,1011
1468,1012
233,1013
50,1014
2369,1015
3093,1016
320,1017
1910,1018
99,1019
1102,1020
482,1021
2401,1022
1395,1023
437,1024
2826,1025
1184,1026
2032,1027
2349,1028
135,1029
2438,1030
160,1031
818,1032
934,1033
470,1034
667,1035
419,1036
2100,1037
34,1039
2384,1040
1607,1041
2813,1042
2839,1043
1839,1044
3324,1045
917,1046
1073,1047
2759,1048
1107,1049
140,1050
686,1051
2775,1052
1880,1053
1129,1054
2498,1055
504,1056
1579,1057
976,1058
564,1059
235,1060
3020,1062
533,1063
2977,1064
1173,1065
727,1066
1071,1067
2215,1068
2302,1069
1832,1070
1882,1071
794,1073
931,1074
2174,1075
2650,1076
2359,1077
2848,1078
1470,1079
2134,1080
2911,1081
718,1082
3252,1083
2815,1084
1681,1085
2711,1086
806,1087
2678,1088
1639,1089
2513,1090
2369,1091
3395,1092
1033,1093
3247,1094
2629,1095
3463,1096
3034,1097
3267,1098
355,1099
3115,1100
1382,1101
3257,1102
354,1103
3314,1104
469,1105
645,1106
34,1107
3149,1108
565,1109
1573,1110
1421,1111
1726,1112
990,1113
2796,1114
2759,1115
1508,1116
1634,1117
2901,1118
1275,1119
1729,1121
1147,1122
166,1123
1930,1124
1273,1125
2597,1126
586,1128
1611,1129
230,1130
2163,1131
3384,1132
1658,1133
3135,1134
3268,1135
1456,1136
2786,1137
1932,1138
1269,1139
369,1140
2735,1141
2912,1143
1288,1144
3146,1145
2508,1146
2092,1147
1671,1148
3211,1149
3084,1150
3454,1151
2772,1152
1114,1153
970,1154
127,1155
631,1156
2434,1157
3001,1158
1237,1159
2883,1161
2385,1162
2667,1163
1676,1164
3045,1165
3410,1166
2356,1167
1493,1168
1446,1169
1406,1170
3360,1171
2099,1172
2646,1173
165,1174
641,1175
1179,1176
1127,1177
2591,1178
1860,1179
145,1180
1013,1181
2576,1182
3339,1183
629,1184
1517,1185
198,1186
1951,1187
2327,1188
1411,1189
1405,1190
3354,1191
3157,1192
1944,1194
2874,1195
3439,1196
2234,1197
690,1198
2583,1199
86,1200
72,1202
1762,1203
3397,1204
2386,1205
177,1206
732,1207
3052,1208
1731,1209
3048,1210
2719,1211
3250,1212
343,1213
215,1214
2372,1215
3465,1216
1234,1217
1669,1218
1897,1219
2016,1220
2606,1221
1519,1222
1194,1223
1482,1224
3294,1225
1165,1226
2152,1227
2142,1228
690,1229
2191,1230
1398,1231
385,1232
2465,1233
2046,1234
2478,1235
365,1236
259,1237
1640,1238
2383,1239
346,1240
2538,1241
457,1242
2407,1243
3498,1244
1120,1245
1047,1246
1812,1247
503,1248
713,1249
142,1250
803,1251
695,1252
2220,1253
1830,1254
529,1255
1428,1256
2498,1257
2222,1258
386,1259
2288,1260
210,1261
2679,1262
1029,1263
3095,1264
375,1265
1572,1266
911,1267
2548,1268
2103,1269
3233,1270
2472,1271
1759,1272
1315,1273
539,1274
27,1275
1978,1276
3455,1277
2048,1278
469,1279
3102,1280
2500,1281
3491,1282
397,1283
2317,1284
2290,1285
2856,1286
1419,1288
1368,1289
367,1290
463,1291
3187,1292
1931,1293
2311,1294
158,1295
3375,1296
743,1298
668,1299
604,1300
1893,1301
2008,1302
3326,1303
2294,1304
2161,1305
1356,1306
1843,1307
1908,1308
2435,1309
495,1310
1625,1311
2774,1312
1473,1313
3469,1314
1170,1315
2142,1317
3478,1318
414,1319
372,1320
364,1321
3214,1322
2380,1323
643,1324
1298,1325
756,1326
773,1327
1641,1328
54,1329
2261,1330
2881,1331
2678,1332
1841,1333
1304,1334
1969,1335
1016,1336
635,1337
677,1338
482,1339
442,1340
1533,1341
226,1342
3353,1343
3216,1344
3254,1345
82,1346
3373,1347
918,1348
406,1349
2223,1350
1196,1351
999,1352
1576,1353
1872,1354
3251,1356
853,1357
636,1358
935,1359
3289,1360
613,1361
2347,1363
1771,1364
1698,1365
1793,1366
1403,1367
520,1368
2618,1369
347,1370
3352,1371
566,1373
616,1374
2812,1375
2924,1376
1499,1377
137,1378
3128,1379
957,1380
114,1381
2755,1383
1389,1384
1130,1385
564,1386
1814,1387
2992,1388
486,1389
3474,1390
3084,1391
1541,1392
2939,1393
145,1394
681,1395
3252,1396
2603,1397
2985,1398
3109,1399
3244,1400
2965,1401
3220,1402
2891,1403
17,1404
16,1405
2459,1406
1404,1407
1001,1408
2969,1410
1183,1411
3240,1412
2446,1413
993,1414
1528,1415
2088,1416
1311,1417
36,1418
421,1419
988,1420
2651,1421
2982,1423
770,1424
1813,1425
1252,1426
1642,1427
2667,1429
470,1430
997,1431
2036,1432
3315,1433
2312,1434
1681,1435
2938,1436
1992,1437
2969,1438
2858,1439
2574,1440
1370,1441
110,1442
3273,1443
901,1444
249,1446
1783,1447
736,1448
173,1449
2611,1450
2351,1451
422,1452
1612,1453
2608,1454
1761,1455
1957,1456
792,1457
3208,1458
874,1459
163,1460
3468,1461
3101,1462
1957,1463
1659,1465
1700,1466
1894,1467
257,1468
325,1469
1104,1470
1647,1471
2715,1472
1016,1473
1611,1474
2629,1475
1939,1476
1699,1477
2954,1478
1554,1479
2711,1480
2461,1481
2702,1483
1591,1484
1461,1485
85,1486
604,1487
695,1488
1601,1489
251,1490
1081,1491
1623,1492
244,1493
3219,1494
3330,1495
2755,1496
2346,1497
2358,1498
1942,1499
3371,1500
2457,1501
1063,1502
2167,1503
2382,1504
337,1505
3438,1506
2985,1507
3290,1508
2065,1509
345,1510
1205,1511
461,1512
1326,1513
1171,1514
3228,1515
1140,1516
339,1517
2550,1518
1028,1519
2114,1521
1559,1522
2933,1523
909,1525
286,1526
559,1527
3017,1528
3340,1531
3204,1532
3319,1533
3004,1534
1458,1535
1290,1536
940,1537
93,1538
109,1539
229,1540
977,1541
2797,1542
626,1543
2355,1544
578,1545
1134,1546
935,1547
2375,1548
240,1549
1208,1550
124,1551
1328,1552
787,1554
748,1555
1213,1557
787,1558
2747,1559
182,1560
1545,1561
1619,1562
64,1563
3153,1564
1449,1565
2906,1566
282,1567
3081,1568
2901,1569
1129,1570
3199,1571
1807,1572
2027,1573
1725,1574
2347,1575
2420,1576
2231,1577
3075,1578
1026,1579
2598,1580
204,1581
2058,1582
545,1583
656,1584
596,1585
133,1586
1778,1587
2149,1588
2434,1589
1316,1590
2251,1591
770,1592
534,1593
2923,1594
3270,1595
2604,1596
2948,1597
1935,1598
3055,1599
3228,1600
1178,1601
1974,1602
3321,1603
2944,1604
134,1605
1847,1606
349,1607
1884,1608
1241,1609
2260,1610
837,1611
3433,1612
3461,1613
635,1614
3447,1615
3040,1616
1390,1617
2871,1618
2024,1619
1642,1620
1302,1621
2782,1623
207,1624
2610,1625
666,1626
3156,1627
466,1628
2160,1629
1977,1630
3292,1631
2684,1632
3169,1633
1103,1634
830,1635
966,1636
2094,1637
901,1638
1867,1639
307,1640
98,1641
2740,1642
2867,1643
433,1644
450,1645
523,1646
794,1647
1866,1648
1756,1649
2322,1650
2438,1651
1396,1652
230,1653
1972,1654
2757,1655
58,1656
704,1657
1201,1658
2869,1659
2907,1660
1713,1661
1396,1662
500,1663
471,1664
1024,1665
153,1667
1332,1668
193,1669
1820,1670
3020,1671
43,1672
3336,1673
402,1674
1200,1675
2281,1676
41,1677
1688,1678
3225,1679
3457,1680
2733,1681
3371,1682
2468,1683
2714,1684
1057,1685
322,1686
165,1687
1329,1689
185,1690
3119,1691
1932,1692
3327,1693
3440,1694
1363,1695
2273,1696
2421,1697
1707,1698
563,1700
2266,1701
1074,1702
1302,1703
1897,1704
712,1705
2504,1706
1946,1707
2650,1708
2107,1709
919,1710
1272,1711
1917,1712
1108,1713
1459,1714
2306,1715
1263,1716
215,1717
968,1718
3290,1719
1850,1720
1317,1721
405,1722
1870,1723
131,1724
832,1725
1669,1726
1960,1727
929,1729
3480,1730
358,1731
3243,1732
1879,1733
251,1734
3167,1735
1321,1736
1077,1737
1098,1738
30,1739
2159,1740
62,1741
1020,1742
2061,1743
2616,1744
2060,1745
3383,1746
3417,1747
258,1748
2468,1749
1021,1750
2730,1751
2769,1752
925,1753
2923,1754
2844,1755
3083,1756
3284,1757
2388,1758
139,1759
1561,1760
1036,1761
437,1762
2486,1763
3431,1765
3483,1766
295,1767
2052,1768
68,1769
3141,1770
228,1771
3112,1772
2019,1773
612,1774
670,1775
316,1776
2993,1777
2797,1778
2153,1779
2287,1781
979,1782
24,1783
3081,1784
2192,1785
279,1786
621,1787
2864,1788
2750,1789
2651,1790
2502,1792
2020,1793
993,1794
2481,1795
2163,1796
1304,1798
920,1799
2456,1800
1848,1801
270,1802
1305,1803
535,1804
2273,1805
3050,1806
466,1807
1106,1808
2559,1809
320,1810
2204,1811
2413,1812
1211,1813
686,1814
1664,1815
3034,1816
1980,1817
2722,1819
2809,1820
1821,1821
1907,1822
1034,1823
1388,1824
1001,1825
1695,1827
2318,1828
1140,1829
990,1830
330,1831
2879,1832
2550,1833
2357,1834
824,1835
1586,1836
2856,1837
2701,1838
2212,1839
864,1840
2083,1841
2529,1842
368,1844
1184,1845
870,1846
682,1847
2010,1848
1252,1849
2151,1850
1689,1851
1126,1852
2116,1853
1672,1854
1659,1855
418,1856
3026,1857
1177,1858
2737,1859
928,1860
3277,1861
781,1862
948,1863
501,1864
2307,1865
2440,1866
2080,1867
1152,1868
1946,1869
2463,1870
3007,1871
1298,1872
1386,1873
2978,1874
47,1875
1674,1876
126,1877
993,1878
1577,1879
2780,1880
576,1881
1503,1882
3470,1883
2852,1884
2560,1885
1153,1886
3051,1887
586,1889
2038,1890
2153,1891
2621,1892
2691,1893
2615,1894
2778,1895
3241,1896
1845,1897
29,1898
275,1899
1033,1900
1754,1901
1186,1902
1398,1903
3015,1904
2645,1905
1884,1906
3477,1907
2762,1908
1113,1909
1662,1910
1109,1911
2286,1912
2803,1913
2367,1915
2361,1916
450,1917
2296,1918
1941,1919
1399,1920
947,1921
2307,1923
177,1924
2877,1925
338,1926
676,1927
166,1928
2790,1929
2318,1930
1829,1931
2435,1932
119,1933
1220,1934
337,1935
254,1936
142,1939
2422,1940
666,1941
423,1942
414,1943
2244,1945
1911,1946
2765,1947
2245,1948
80,1949
2936,1950
2100,1951
3117,1952
1724,1953
1664,1954
2390,1955
611,1956
2355,1958
2383,1959
89,1960
1682,1961
3094,1962
3015,1963
2955,1964
3126,1965
3010,1966
2284,1967
1995,1968
626,1969
3287,1970
1914,1971
125,1972
2458,1973
2474,1975
3474,1976
2965,1977
1766,1978
1469,1979
496,1980
1301,1982
2859,1983
2462,1984
865,1985
2229,1986
1883,1987
3370,1989
1816,1990
769,1991
2227,1992
3428,1993
116,1994
2222,1995
1862,1996
622,1997
214,1998
1478,1999
2233,2000
1677,2001
440,2002
1735,2003
1271,2004
2244,2005
348,2006
2329,2007
722,2008
3201,2009
3170,2010
2208,2011
1572,2012
1149,2014
796,2015
272,2016
743,2017
1348,2018
2659,2019
3493,2020
1579,2021
3462,2022
438,2023
1227,2024
2221,2025
832,2026
2106,2027
2039,2028
1192,2029
1553,2030
3178,2031
1215,2032
628,2033
102,2034
2935,2035
1327,2036
1423,2037
2567,2038
2951,2039
1232,2040
902,2041
1735,2042
2509,2043
3265,2044
318,2045
1054,2046
2948,2047
2870,2048
468,2049
563,2050
65,2051
1797,2052
354,2053
3075,2054
2357,2055
2285,2056
1657,2057
1078,2058
1611,2059
2383,2060
961,2061
1500,2062
1200,2063
2117,2064
1999,2065
405,2066
804,2067
3309,2068
2536,2069
3010,2070
1591,2071
617,2072
1732,2073
675,2074
3082,2075
3268,2076
255,2077
1696,2078
1297,2079
2977,2080
2672,2081
1108,2082
2822,2083
495,2084
307,2085
410,2086
2240,2087
2121,2088
1748,2089
1611,2090
2715,2091
1893,2092
185,2093
261,2094
280,2095
2188,2097
2447,2098
2891,2099
2221,2100
888,2101
1154,2102
2935,2103
3031,2104
2304,2105
2336,2106
1157,2107
719,2108
2114,2109
482,2110
2913,2111
1949,2112
1543,2113
135,2114
145,2115
2210,2116
2760,2117
3143,2118
2826,2119
44,2120
789,2121
2050,2122
945,2123
2780,2124
322,2125
1558,2126
132,2127
3232,2128
411,2129
260,2130
1743,2131
1222,2132
2694,2133
2458,2134
1880,2135
1576,2136
1963,2137
1224,2138
394,2139
2961,2140
516,2141
1239,2142
677,2143
3171,2144
1321,2145
3096,2146
2170,2147
2361,2149
1886,2150
650,2151
551,2152
2916,2153
2052,2154
3155,2155
341,2156
1506,2157
2049,2158
2708,2159
1931,2160
2694,2161
2250,2162
260,2163
322,2164
2213,2165
1528,2166
2575,2167
3160,2168
2578,2169
3410,2170
569,2171
467,2172
1820,2173
2475,2174
3436,2175
1492,2176
1570,2177
2900,2178
1490,2179
3387,2180
1347,2181
1753,2182
2340,2183
2222,2184
3013,2185
2955,2186
1568,2187
2756,2188
1670,2189
2732,2190
2857,2191
3469,2192
742,2193
1049,2194
471,2195
905,2196
2763,2197
2768,2198
936,2199
2216,2200
3016,2201
1725,2202
2703,2203
985,2204
1795,2205
251,2206
2768,2207
1535,2208
2379,2209
1643,2210
2107,2211
1076,2212
1913,2213
876,2215
738,2216
292,2217
220,2218
669,2219
1460,2220
2864,2221
2836,2222
1067,2223
333,2224
3490,2225
3132,2226
2170,2227
2952,2228
1051,2229
1311,2230
2563,2231
331,2232
2073,2233
2201,2234
2064,2235
2266,2236
479,2237
3304,2238
3326,2239
1203,2240
158,2241
2935,2242
1460,2243
2347,2244
686,2245
524,2246
227,2247
296,2248
2029,2249
5,2250
877,2251
2138,2252
2443,2253
1653,2254
2640,2255
734,2256
2908,2257
704,2258
3409,2259
1735,2260
2,2261
2272,2262
361,2263
1936,2264
834,2265
2732,2266
738,2267
3010,2268
1813,2269
605,2270
1674,2271
2762,2272
2508,2273
1513,2274
92,2275
2843,2276
2778,2277
2072,2278
2348,2279
2652,2280
1881,2281
2968,2282
2844,2283
3216,2285
3099,2286
1100,2287
3262,2288
1440,2289
1176,2290
5,2291
1861,2292
159,2293
372,2294
2581,2295
1101,2296
3468,2297
1438,2299
2430,2300
369,2301
205,2302
2465,2303
2280,2304
1470,2305
1191,2306
149,2307
973,2308
2166,2309
1925,2310
1502,2311
3325,2312
1991,2313
3250,2314
3402,2315
73,2316
1997,2317
315,2318
756,2319
2353,2320
370,2321
2758,2322
3285,2323
1130,2324
727,2325
1407,2326
858,2327
2753,2328
1076,2329
374,2330
2880,2331
658,2332
1138,2333
2991,2334
2327,2335
2577,2336
3020,2337
1983,2338
3265,2339
2251,2340
2767,2341
1697,2342
1379,2343
598,2344
604,2345
1258,2346
1679,2347
2301,2348
2148,2349
331,2350
1653,2351
2346,2352
1860,2353
25,2354
1800,2355
320,2356
3419,2357
2029,2358
3352,2359
1966,2360
314,2361
1914,2362
1223,2363
2138,2364
1466,2365
620,2366
2369,2367
2105,2368
2232,2369
2526,2370
1971,2371
1939,2372
1729,2373
3265,2374
2863,2375
758,2376
2879,2377
2940,2378
745,2379
172,2380
2792,2381
1562,2382
1237,2383
2313,2384
3421,2385
3070,2386
1681,2387
1742,2388
1926,2389
958,2391
259,2392
2269,2393
2894,2394
810,2395
2724,2396
2103,2397
2956,2398
200,2399
2340,2400
86,2401
3154,2402
2382,2403
461,2404
1102,2405
3409,2406
227,2407
2573,2408
3080,2409
1650,2410
1445,2411
1502,2412
3271,2413
2467,2414
2659,2415
473,2416
2743,2417
614,2418
1175,2419
1073,2420
661,2421
3308,2422
1880,2423
1599,2424
1890,2425
3019,2426
2794,2427
420,2428
1205,2429
3249,2430
1916,2431
2312,2432
3499,2433
1348,2434
1858,2435
1182,2436
434,2437
3284,2438
1445,2439
1328,2440
2538,2441
679,2442
1512,2443
1341,2444
2463,2445
2275,2446
52,2447
3247,2448
963,2449
2093,2450
2279,2451
914,2452
1075,2454
3083,2455
2605,2456
2255,2457
2067,2458
1793,2459
1640,2460
270,2461
805,2462
3500,2463
985,2464
363,2465
3286,2466
3036,2467
568,2468
2471,2469
1827,2470
2786,2471
263,2472
2277,2473
1321,2474
2065,2475
3055,2476
1570,2477
676,2478
273,2479
3054,2480
2479,2481
2929,2482
385,2483
75,2484
2112,2485
982,2486
1885,2487
67,2488
174,2489
2170,2490
1655,2491
1593,2492
1443,2493
3472,2494
3185,2495
3490,2496
2883,2497
1371,2498
382,2499
346,2500
9,2501
318,2502
408,2503
2399,2504
858,2505
1126,2506
3042,2507
2110,2508
3337,2509
837,2510
1465,2511
2665,2512
289,2513
2399,2514
2202,2515
851,2516
3218,2517
857,2518
3361,2519
1145,2520
2560,2521
272,2522
3195,2523
2089,2524
1837,2525
1922,2526
3149,2527
2308,2529
1151,2530
2142,2531
553,2532
1048,2533
5,2534
2872,2535
636,2536
2797,2537
2784,2538
57,2539
291,2540
1750,2541
3480,2542
2490,2543
536,2544
1591,2545
1797,2546
1919,2547
654,2548
473,2549
1574,2550
2109,2551
2104,2552
1250,2553
1946,2554
2388,2555
2193,2556
39,2557
3007,2558
2435,2559
2918,2560
1942,2561
2514,2562
3246,2563
2495,2564
3137,2565
2173,2566
190,2567
1473,2568
2170,2569
3357,2570
653,2571
593,2572
2109,2573
1318,2574
1291,2575
1763,2576
906,2577
1916,2579
99,2580
1290,2581
173,2582
851,2583
738,2584
646,2585
1713,2586
58,2587
392,2588
2136,2589
2981,2590
2760,2591
2046,2592
1874,2593
2674,2594
2505,2595
346,2596
443,2597
2506,2598
946,2600
46,2601
347,2602
3184,2603
344,2604
1473,2605
1323,2606
1912,2607
2892,2608
3170,2609
506,2610
739,2611
1252,2612
189,2613
1230,2614
2273,2616
795,2617
1279,2619
1755,2620
1214,2621
1613,2622
2783,2623
2498,2624
132,2625
902,2626
2384,2627
174,2628
2444,2630
1255,2631
2534,2632
151,2634
249,2635
669,2636
1964,2637
34,2638
602,2639
2183,2640
3062,2641
2986,2642
2705,2643
269,2644
3172,2645
576,2646
1689,2649
240,2651
2403,2652
3028,2653
1833,2654
2396,2655
2826,2656
2336,2657
3090,2658
2820,2659
430,2660
2372,2661
1823,2662
1299,2663
2715,2664
1748,2665
298,2666
3467,2667
2415,2668
167,2669
647,2670
902,2673
888,2674
2158,2675
336,2676
3225,2677
187,2678
489,2679
1635,2680
2068,2682
2659,2683
1752,2684
1776,2685
2196,2686
2707,2687
2616,2688
2853,2689
1822,2690
637,2691
3498,2692
2633,2693
1703,2694
2648,2695
3433,2696
2887,2697
1074,2698
2495,2699
56,2700
871,2701
2096,2702
2189,2703
835,2704
2639,2705
1120,2706
693,2707
2912,2708
201,2709
885,2710
1574,2711
239,2712
1965,2713
2896,2714
583,2715
1168,2716
1540,2717
958,2718
2839,2719
1669,2720
821,2721
1061,2722
2304,2723
1589,2724
2666,2725
990,2726
2992,2727
1722,2728
2098,2729
