transaction_id,product_id,customer_id,transaction_date,online_order,order_status,list_price,standard_cost,brand,product_line,product_class,product_size
31,88,2810,2017-09-05,1.0,Approved,1198.46,381.1,Norco Bicycles,Standard,medium,medium
32,1,3214,2017-02-18,0.0,Approved,1403.5,954.82,Giant Bicycles,Standard,medium,medium
33,25,1272,2017-03-20,0.0,Approved,1538.99,829.65,Giant Bicycles,Road,medium,medium
34,99,2003,2017-02-28,1.0,Approved,1720.7,1531.42,Trek Bicycles,Road,low,small
35,0,2171,2017-08-20,0.0,Approved,544.05,376.84,Norco Bicycles,Road,medium,medium
36,92,3356,2017-07-07,0.0,Approved,1415.01,1259.36,WeareA2B,Standard,medium,small
37,14,1040,2017-01-09,0.0,Approved,1842.92,1105.75,Solex,Standard,high,large
38,2,2916,2017-12-06,0.0,Approved,71.49,53.62,Solex,Standard,medium,medium
39,12,427,2017-09-12,0.0,Approved,1231.15,161.6,WeareA2B,Standard,medium,medium
40,0,2448,2017-11-28,1.0,Approved,544.05,376.84,Norco Bicycles,Road,medium,medium
41,44,2570,2017-05-08,1.0,Approved,1769.64,108.76,WeareA2B,Standard,medium,medium
42,79,3398,2017-05-14,0.0,Approved,2083.94,675.03,Solex,Touring,medium,large
43,76,488,2017-03-17,0.0,Cancelled,642.31,513.85,WeareA2B,Standard,low,medium
44,46,165,2017-12-22,0.0,Approved,1289.85,74.51,Solex,Standard,low,medium
45,55,2787,2017-06-07,1.0,Approved,1894.19,598.76,Trek Bicycles,Road,medium,large
46,66,3053,2017-06-20,0.0,Approved,1163.89,589.27,Solex,Standard,medium,medium
47,35,475,2017-05-07,1.0,Approved,1057.51,154.4,Trek Bicycles,Standard,low,medium
48,81,1305,2017-06-10,1.0,Approved,1151.96,649.49,Solex,Standard,medium,medium
49,86,1251,2017-06-17,0.0,Approved,235.63,125.07,OHM Cycles,Standard,medium,medium
50,32,3103,2017-05-10,0.0,Approved,642.7,211.37,Giant Bicycles,Standard,medium,medium
51,77,3108,2017-03-24,0.0,Approved,1240.31,795.1,Norco Bicycles,Road,medium,large
52,96,857,2017-11-27,0.0,Approved,1635.3,993.66,Giant Bicycles,Standard,medium,large
53,6,3455,2017-12-21,1.0,Approved,227.88,136.73,OHM Cycles,Standard,high,medium
54,27,2549,2017-02-09,1.0,Approved,499.53,388.72,Trek Bicycles,Standard,medium,medium
55,0,3140,2017-09-18,0.0,Approved,363.01,290.41,Norco Bicycles,Standard,low,medium
56,47,3406,2017-11-14,0.0,Approved,1720.7,1531.42,Trek Bicycles,Road,low,small
57,94,2294,2017-08-30,1.0,Approved,1635.3,993.66,Giant Bicycles,Standard,medium,large
58,91,1031,2017-11-14,0.0,Approved,100.35,75.26,Solex,Standard,medium,medium
59,93,993,2017-02-15,1.0,Approved,1458.17,874.9,OHM Cycles,Standard,high,medium
61,0,1839,2017-02-24,0.0,Approved,12.01,7.21,OHM Cycles,Road,high,large
62,33,1824,2017-12-18,1.0,Approved,1311.44,1167.18,Giant Bicycles,Standard,medium,small
63,35,368,2017-12-17,0.0,Approved,1403.5,954.82,Giant Bicycles,Standard,medium,medium
65,28,825,2017-05-16,1.0,Approved,1216.14,1082.36,Norco Bicycles,Standard,medium,small
66,86,3315,2017-02-23,1.0,Approved,235.63,125.07,OHM Cycles,Standard,medium,medium
67,2,75,2017-07-03,1.0,Approved,71.49,53.62,Solex,Standard,medium,medium
68,4,1498,2017-09-30,1.0,Approved,1129.13,677.48,Giant Bicycles,Standard,high,medium
69,38,1612,2017-10-21,1.0,Approved,2091.47,388.92,Trek Bicycles,Standard,medium,large
70,27,2192,2017-05-06,1.0,Approved,499.53,388.72,Trek Bicycles,Standard,medium,medium
71,54,419,2017-01-03,0.0,Approved,1292.84,13.44,WeareA2B,Standard,medium,medium
72,77,3307,2017-05-09,1.0,Approved,1769.64,108.76,WeareA2B,Standard,medium,medium
73,22,2430,2017-07-23,0.0,Approved,60.34,45.26,WeareA2B,Standard,medium,medium
74,56,1506,2017-01-21,1.0,Approved,183.86,137.9,OHM Cycles,Standard,medium,medium
75,58,1346,2017-06-20,0.0,Approved,912.52,141.4,OHM Cycles,Standard,medium,medium
76,22,927,2017-03-10,0.0,Approved,60.34,45.26,WeareA2B,Standard,medium,medium
77,50,763,2017-06-02,0.0,Approved,175.89,131.92,WeareA2B,Standard,medium,small
78,80,2397,2017-11-07,0.0,Approved,1073.07,933.84,OHM Cycles,Touring,low,medium
79,87,102,2017-09-12,1.0,Approved,1179.0,707.4,Giant Bicycles,Standard,high,medium
80,15,2884,2017-12-16,0.0,Approved,958.74,748.9,Norco Bicycles,Standard,low,medium
81,84,759,2017-10-07,1.0,Approved,792.9,594.68,Giant Bicycles,Road,medium,medium
82,21,773,2017-04-27,1.0,Approved,1071.23,380.74,Solex,Standard,medium,large
83,0,3398,2017-04-01,1.0,Approved,235.63,125.07,OHM Cycles,Standard,medium,medium
84,33,3297,2017-11-02,1.0,Approved,1311.44,1167.18,Giant Bicycles,Standard,medium,small
85,84,2434,2017-02-13,1.0,Approved,290.62,215.14,Trek Bicycles,Road,medium,medium
86,1,1861,2017-07-19,0.0,Approved,1403.5,954.82,Giant Bicycles,Standard,medium,medium
87,27,1233,2017-05-23,0.0,Approved,499.53,388.72,Trek Bicycles,Standard,medium,medium
88,31,1390,2017-08-06,0.0,Approved,752.64,205.36,WeareA2B,Standard,medium,medium
89,0,2682,2017-04-04,1.0,Approved,12.01,7.21,OHM Cycles,Road,high,large
90,62,439,2017-08-15,1.0,Approved,478.16,298.72,Solex,Standard,medium,medium
91,17,1579,2017-04-15,1.0,Approved,1024.66,614.8,Solex,Standard,high,medium
92,73,2984,2017-07-25,1.0,Approved,1945.43,333.18,Solex,Standard,medium,medium
93,33,3470,2017-11-28,1.0,Approved,1311.44,1167.18,Giant Bicycles,Standard,medium,small
94,86,1,2017-12-23,0.0,Approved,235.63,125.07,OHM Cycles,Standard,medium,medium
95,45,757,2017-02-26,0.0,Approved,441.49,84.99,Solex,Standard,medium,medium
96,1,1778,2017-02-21,0.0,Approved,1403.5,954.82,Giant Bicycles,Standard,medium,medium
97,80,211,2017-05-31,1.0,Approved,1073.07,933.84,OHM Cycles,Touring,low,medium
99,95,32,2017-03-26,0.0,Approved,569.56,528.43,Giant Bicycles,Standard,medium,large
100,0,119,2017-07-31,0.0,Approved,478.16,298.72,Solex,Standard,medium,medium
101,18,2347,2017-07-27,0.0,Approved,1148.64,689.18,Norco Bicycles,Standard,high,medium
102,4,2353,2017-04-14,0.0,Approved,1129.13,677.48,Giant Bicycles,Standard,high,medium
103,33,788,2017-11-12,0.0,Approved,1311.44,1167.18,Giant Bicycles,Standard,medium,small
104,78,1468,2017-09-12,0.0,Approved,1765.3,709.48,Giant Bicycles,Standard,medium,large
105,89,821,2017-10-26,0.0,Approved,1362.99,57.74,WeareA2B,Touring,medium,large
106,70,2489,2017-02-15,0.0,Approved,495.72,297.43,Trek Bicycles,Standard,high,medium
107,79,2710,2017-12-22,0.0,Approved,1555.58,818.01,Norco Bicycles,Standard,medium,medium
108,26,947,2017-10-11,1.0,Approved,1992.93,762.63,WeareA2B,Standard,medium,medium
109,39,1335,2017-03-27,1.0,Approved,1812.75,582.48,Giant Bicycles,Standard,medium,large
110,36,1076,2017-11-04,0.0,Approved,945.04,507.58,Solex,Standard,low,medium
111,0,3320,2017-06-11,1.0,Approved,71.16,56.93,OHM Cycles,Standard,low,medium
112,84,779,2017-10-09,0.0,Approved,792.9,594.68,Giant Bicycles,Road,medium,medium
113,98,3296,2017-06-07,1.0,Approved,358.39,215.03,Trek Bicycles,Standard,high,medium
114,75,455,2017-10-24,1.0,Approved,1873.97,863.95,Giant Bicycles,Touring,medium,large
115,76,1779,2017-05-01,0.0,Approved,642.31,513.85,WeareA2B,Standard,low,medium
116,72,2703,2017-11-21,1.0,Approved,360.4,270.3,Norco Bicycles,Standard,medium,medium
117,42,806,2017-03-24,0.0,Approved,1810.0,1610.9,OHM Cycles,Road,medium,small
119,64,1591,2017-02-20,0.0,Approved,1469.44,596.55,Trek Bicycles,Standard,medium,large
120,0,678,2017-06-16,0.0,Approved,495.72,297.43,Trek Bicycles,Standard,high,medium
121,25,50,2017-12-04,0.0,Approved,1538.99,829.65,Giant Bicycles,Road,medium,medium
123,31,1453,2017-03-05,1.0,Approved,752.64,205.36,WeareA2B,Standard,medium,medium
124,98,1339,2017-03-21,0.0,Approved,795.34,101.58,OHM Cycles,Standard,medium,medium
125,22,3382,2017-01-03,1.0,Approved,575.27,431.45,Solex,Standard,medium,medium
126,53,773,2017-04-01,0.0,Approved,795.34,101.58,OHM Cycles,Standard,medium,medium
127,84,2503,2017-03-16,1.0,Approved,290.62,215.14,Trek Bicycles,Road,medium,medium
128,25,1057,2017-02-26,0.0,Approved,1538.99,829.65,Giant Bicycles,Road,medium,medium
129,50,1397,2017-06-05,0.0,Approved,175.89,131.92,WeareA2B,Standard,medium,small
130,44,2134,2017-09-04,0.0,Approved,1769.64,108.76,WeareA2B,Standard,medium,medium
131,96,2403,2017-01-18,1.0,Approved,1172.78,1043.77,WeareA2B,Road,low,small
132,12,1937,2017-09-28,0.0,Approved,1231.15,161.6,WeareA2B,Standard,medium,medium
133,93,1282,2017-09-02,1.0,Approved,1065.03,230.09,WeareA2B,Standard,medium,medium
134,78,2183,2017-05-09,0.0,Approved,1765.3,709.48,Giant Bicycles,Standard,medium,large
135,84,1788,2017-10-17,0.0,Approved,792.9,594.68,Giant Bicycles,Road,medium,medium
136,65,1170,2017-04-25,1.0,Approved,1807.45,778.69,WeareA2B,Standard,medium,medium
137,0,431,2017-09-23,0.0,Approved,1942.61,,,,,
138,29,1940,2017-08-02,0.0,Approved,1065.03,230.09,WeareA2B,Standard,medium,medium
139,32,2073,2017-03-25,0.0,Cancelled,1179.0,707.4,Giant Bicycles,Standard,high,medium
140,11,462,2017-01-01,0.0,Approved,1274.93,764.96,Giant Bicycles,Standard,high,medium
141,10,2728,2017-12-22,0.0,Approved,1945.43,333.18,Solex,Standard,medium,medium
142,46,2053,2017-12-25,0.0,Approved,1289.85,74.51,Solex,Standard,low,medium
143,60,2135,2017-01-26,1.0,Approved,1977.36,1759.85,Giant Bicycles,Standard,high,small
144,92,1217,2017-12-20,0.0,Approved,1890.39,260.14,WeareA2B,Touring,medium,large
145,7,2992,2017-06-07,1.0,Approved,980.37,234.43,Trek Bicycles,Road,low,medium
146,41,3261,2017-04-06,1.0,Approved,416.98,312.74,Solex,Road,medium,medium
147,67,2748,2017-04-25,1.0,Approved,544.05,376.84,Norco Bicycles,Road,medium,medium
148,14,3262,2017-01-13,0.0,Approved,1386.84,1234.29,Trek Bicycles,Standard,medium,small
149,89,788,2017-03-21,0.0,Approved,1362.99,57.74,WeareA2B,Touring,medium,large
150,9,3067,2017-11-21,1.0,Approved,742.54,667.4,OHM Cycles,Road,medium,medium
151,31,701,2017-11-11,0.0,Approved,230.91,173.18,Giant Bicycles,Standard,medium,medium
152,92,648,2017-10-16,0.0,Approved,1415.01,1259.36,WeareA2B,Standard,medium,small
153,37,3286,2017-08-19,1.0,Approved,1793.43,248.82,OHM Cycles,Standard,low,medium
154,3,3383,2017-04-06,1.0,Approved,2091.47,388.92,Trek Bicycles,Standard,medium,large
155,56,982,2017-11-04,1.0,Approved,688.63,612.88,Norco Bicycles,Mountain,low,small
156,14,676,2017-08-22,1.0,Approved,1842.92,1105.75,Solex,Standard,high,large
157,6,385,2017-09-15,1.0,Approved,748.17,448.9,Solex,Standard,high,medium
158,50,1229,2017-03-01,1.0,Approved,175.89,131.92,WeareA2B,Standard,medium,small
159,10,3232,2017-08-16,0.0,Approved,1466.68,363.25,WeareA2B,Touring,medium,medium
160,0,3300,2017-08-27,0.0,Approved,1656.86,,,,,
161,69,2381,2017-07-10,0.0,Approved,792.9,594.68,Giant Bicycles,Road,medium,medium
162,78,371,2017-12-11,0.0,Approved,1765.3,709.48,Giant Bicycles,Standard,medium,large
163,80,2519,2017-05-20,1.0,Approved,1073.07,933.84,OHM Cycles,Touring,low,medium
164,17,2264,2017-07-30,0.0,Approved,1024.66,614.8,Solex,Standard,high,medium
165,3,2637,2017-10-25,1.0,Approved,2091.47,388.92,Trek Bicycles,Standard,medium,large
166,78,3262,2017-11-27,0.0,Approved,1765.3,709.48,Giant Bicycles,Standard,medium,large
168,87,2267,2017-02-02,0.0,Approved,1179.0,707.4,Giant Bicycles,Standard,high,medium
169,97,456,2017-05-02,0.0,Approved,202.62,151.96,Solex,Standard,medium,large
171,100,3121,2017-10-22,0.0,Approved,1036.59,206.35,Norco Bicycles,Road,medium,medium
172,55,2365,2017-04-11,1.0,Approved,1894.19,598.76,Trek Bicycles,Road,medium,large
173,100,2528,2017-11-16,0.0,Approved,1036.59,206.35,Norco Bicycles,Road,medium,medium
175,25,3241,2017-12-23,0.0,Approved,1538.99,829.65,Giant Bicycles,Road,medium,medium
176,74,1335,2017-03-30,1.0,Approved,1228.07,400.91,WeareA2B,Standard,medium,medium
177,90,2234,2017-04-13,0.0,Approved,363.01,290.41,Norco Bicycles,Standard,low,medium
178,56,3226,2017-07-25,1.0,Approved,183.86,137.9,OHM Cycles,Standard,medium,medium
179,62,1365,2017-01-31,0.0,Approved,478.16,298.72,Solex,Standard,medium,medium
180,20,3349,2017-03-18,1.0,Approved,1775.81,1580.47,Trek Bicycles,Standard,medium,small
181,17,1002,2017-02-24,0.0,Approved,1024.66,614.8,Solex,Standard,high,medium
182,16,2282,2017-02-18,0.0,Approved,1661.92,1479.11,Norco Bicycles,Standard,high,small
183,46,2656,2017-01-07,0.0,Approved,1289.85,74.51,Solex,Standard,low,medium
184,71,2409,2017-07-05,1.0,Approved,1842.92,1105.75,Solex,Standard,high,large
185,91,1711,2017-11-19,0.0,Approved,642.31,513.85,WeareA2B,Standard,low,medium
186,17,2582,2017-11-08,1.0,Approved,1024.66,614.8,Solex,Standard,high,medium
187,1,1005,2017-07-24,1.0,Approved,1873.97,863.95,Giant Bicycles,Touring,medium,large
188,3,1597,2017-01-15,1.0,Approved,2091.47,388.92,Trek Bicycles,Standard,medium,large
189,56,2713,2017-01-12,1.0,Approved,183.86,137.9,OHM Cycles,Standard,medium,medium
190,37,1435,2017-11-27,1.0,Approved,1793.43,248.82,OHM Cycles,Standard,low,medium
192,0,1614,2017-07-15,1.0,Approved,230.91,173.18,Giant Bicycles,Standard,medium,medium
193,12,1254,2017-06-22,1.0,Approved,1231.15,161.6,WeareA2B,Standard,medium,medium
194,25,1423,2017-05-02,0.0,Approved,1538.99,829.65,Giant Bicycles,Road,medium,medium
195,81,276,2017-12-27,0.0,Approved,586.45,521.94,Norco Bicycles,Standard,medium,small
196,19,1315,2017-12-21,1.0,Approved,12.01,7.21,OHM Cycles,Road,high,large
197,45,591,2017-05-23,1.0,Approved,441.49,84.99,Solex,Standard,medium,medium
198,74,1017,2017-02-02,0.0,Approved,1762.96,950.52,WeareA2B,Standard,medium,medium
199,33,2123,2017-06-08,0.0,Approved,1311.44,1167.18,Giant Bicycles,Standard,medium,small
200,57,2889,2017-04-15,1.0,Approved,1890.39,260.14,WeareA2B,Touring,medium,large
201,0,3208,2017-09-05,1.0,Approved,533.51,400.13,Trek Bicycles,Road,medium,medium
202,23,2406,2017-02-26,1.0,Approved,688.63,612.88,Norco Bicycles,Mountain,low,small
203,67,2041,2017-07-29,0.0,Approved,544.05,376.84,Norco Bicycles,Road,medium,medium
204,81,1598,2017-07-03,1.0,Approved,586.45,521.94,Norco Bicycles,Standard,medium,small
205,58,1842,2017-05-27,1.0,Approved,912.52,141.4,OHM Cycles,Standard,medium,medium
206,5,141,2017-05-05,0.0,Approved,1129.13,677.48,Giant Bicycles,Standard,high,medium
207,94,1321,2017-09-09,0.0,Approved,1635.3,993.66,Giant Bicycles,Standard,medium,large
208,51,183,2017-05-21,0.0,Approved,2005.66,1203.4,OHM Cycles,Standard,high,medium
209,59,2591,2017-09-22,0.0,Approved,1415.01,1259.36,WeareA2B,Standard,medium,small
210,63,3356,2017-04-12,1.0,Approved,1483.2,99.59,Solex,Standard,medium,medium
211,40,766,2017-05-07,1.0,Approved,1458.17,874.9,OHM Cycles,Standard,high,medium
212,80,1596,2017-01-13,0.0,Approved,1469.44,596.55,Trek Bicycles,Standard,medium,large
213,82,520,2017-12-14,0.0,Approved,1148.64,689.18,Norco Bicycles,Standard,high,medium
214,46,868,2017-03-22,1.0,Approved,1289.85,74.51,Solex,Standard,low,medium
216,72,352,2017-11-29,1.0,Approved,360.4,270.3,Norco Bicycles,Standard,medium,medium
217,75,1140,2017-06-09,0.0,Approved,1873.97,863.95,Giant Bicycles,Touring,medium,large
218,40,621,2017-04-21,0.0,Approved,1894.19,598.76,Trek Bicycles,Road,medium,large
219,2,3307,2017-11-13,0.0,Approved,590.26,525.33,Giant Bicycles,Road,low,small
220,10,1502,2017-04-09,1.0,Approved,1466.68,363.25,WeareA2B,Touring,medium,medium
221,35,936,2017-05-08,0.0,Approved,1403.5,954.82,Giant Bicycles,Standard,medium,medium
222,8,939,2017-07-08,1.0,Approved,1703.52,1516.13,Solex,Road,medium,small
223,2,2698,2017-11-30,0.0,Approved,590.26,525.33,Giant Bicycles,Road,low,small
224,69,579,2017-04-25,1.0,Approved,792.9,594.68,Giant Bicycles,Road,medium,medium
225,54,2036,2017-03-30,1.0,Approved,1292.84,13.44,WeareA2B,Standard,medium,medium
226,8,3077,2017-03-10,0.0,Approved,1703.52,1516.13,Solex,Road,medium,small
227,86,369,2017-03-16,1.0,Approved,235.63,125.07,OHM Cycles,Standard,medium,medium
228,13,821,2017-04-04,1.0,Approved,1163.89,589.27,Solex,Standard,medium,medium
229,19,2687,2017-03-13,1.0,Approved,574.64,459.71,Trek Bicycles,Mountain,low,medium
230,86,681,2017-12-23,1.0,Approved,235.63,125.07,OHM Cycles,Standard,medium,medium
231,46,37,2017-08-12,1.0,Approved,1793.43,248.82,OHM Cycles,Standard,low,medium
232,30,3002,2017-08-04,0.0,Approved,748.17,448.9,Solex,Standard,high,medium
233,92,396,2017-09-01,0.0,Approved,1890.39,260.14,WeareA2B,Touring,medium,large
234,71,550,2017-09-01,1.0,Approved,1842.92,1105.75,Solex,Standard,high,large
235,77,1605,2017-07-02,0.0,Approved,1240.31,795.1,Norco Bicycles,Road,medium,large
236,7,2325,2017-08-31,1.0,Approved,1311.44,1167.18,Giant Bicycles,Standard,medium,small
237,23,1420,2017-03-11,1.0,Approved,688.63,612.88,Norco Bicycles,Mountain,low,small
238,12,3099,2017-10-08,0.0,Approved,1231.15,161.6,WeareA2B,Standard,medium,medium
239,61,1645,2017-10-01,1.0,Approved,71.16,56.93,OHM Cycles,Standard,low,medium
240,21,546,2017-11-23,0.0,Approved,1071.23,380.74,Solex,Standard,medium,large
241,86,2885,2017-03-27,1.0,Approved,235.63,125.07,OHM Cycles,Standard,medium,medium
242,57,2740,2017-12-04,0.0,Approved,1890.39,260.14,WeareA2B,Touring,medium,large
243,63,3166,2017-11-13,1.0,Approved,1483.2,99.59,Solex,Standard,medium,medium
244,63,3487,2017-12-20,1.0,Approved,1992.93,762.63,WeareA2B,Standard,medium,medium
245,33,2890,2017-09-22,1.0,Approved,1311.44,1167.18,Giant Bicycles,Standard,medium,small
246,98,3370,2017-01-22,0.0,Approved,795.34,101.58,OHM Cycles,Standard,medium,medium
247,15,3393,2017-01-29,1.0,Approved,958.74,748.9,Norco Bicycles,Standard,low,medium
248,57,2410,2017-07-21,0.0,Approved,1890.39,260.14,WeareA2B,Touring,medium,large
249,61,3466,2017-02-10,1.0,Approved,71.16,56.93,OHM Cycles,Standard,low,medium
250,48,1454,2017-11-25,0.0,Cancelled,1762.96,950.52,WeareA2B,Standard,medium,medium
252,78,3089,2017-12-03,0.0,Approved,1765.3,709.48,Giant Bicycles,Standard,medium,large
253,2,3123,2017-12-30,0.0,Approved,590.26,525.33,Giant Bicycles,Road,low,small
254,67,2692,2017-07-26,0.0,Approved,1071.23,380.74,Solex,Standard,medium,large
255,67,2801,2017-04-01,1.0,Cancelled,544.05,376.84,Norco Bicycles,Road,medium,medium
256,13,1580,2017-10-22,1.0,Approved,1577.53,826.51,Solex,Standard,medium,medium
257,65,352,2017-03-22,0.0,Approved,1807.45,778.69,WeareA2B,Standard,medium,medium
258,49,1777,2017-06-15,1.0,Approved,533.51,400.13,Trek Bicycles,Road,medium,medium
259,87,142,2017-07-06,1.0,Approved,1179.0,707.4,Giant Bicycles,Standard,high,medium
260,31,3393,2017-12-28,0.0,Approved,230.91,173.18,Giant Bicycles,Standard,medium,medium
262,91,1258,2017-01-18,0.0,Approved,100.35,75.26,Solex,Standard,medium,medium
263,53,3405,2017-10-22,1.0,Approved,795.34,101.58,OHM Cycles,Standard,medium,medium
264,38,3198,2017-01-30,0.0,Approved,1577.53,826.51,Solex,Standard,medium,medium
265,20,834,2017-06-26,0.0,Approved,1775.81,1580.47,Trek Bicycles,Standard,medium,small
266,44,3467,2017-11-07,1.0,Approved,1769.64,108.76,WeareA2B,Standard,medium,medium
267,69,3436,2017-08-13,1.0,Approved,792.9,594.68,Giant Bicycles,Road,medium,medium
268,68,1516,2017-08-27,0.0,Approved,1636.9,44.71,OHM Cycles,Standard,medium,medium
269,11,2833,2017-01-25,1.0,Approved,1274.93,764.96,Giant Bicycles,Standard,high,medium
270,2,2362,2017-02-13,0.0,Approved,71.49,53.62,Solex,Standard,medium,medium
271,27,2337,2017-07-11,0.0,Approved,499.53,388.72,Trek Bicycles,Standard,medium,medium
272,0,2149,2017-04-30,1.0,Approved,358.39,215.03,Trek Bicycles,Standard,high,medium
273,81,2133,2017-05-19,0.0,Approved,1151.96,649.49,Solex,Standard,medium,medium
274,6,360,2017-05-26,1.0,Approved,227.88,136.73,OHM Cycles,Standard,high,medium
275,76,2969,2017-02-03,1.0,Approved,642.31,513.85,WeareA2B,Standard,low,medium
276,18,1720,2017-04-28,0.0,Approved,575.27,431.45,Solex,Standard,medium,medium
277,18,2904,2017-03-23,0.0,Approved,1148.64,689.18,Norco Bicycles,Standard,high,medium
278,9,754,2017-06-03,0.0,Approved,742.54,667.4,OHM Cycles,Road,medium,medium
279,35,1826,2017-04-25,0.0,Approved,1403.5,954.82,Giant Bicycles,Standard,medium,medium
280,93,2487,2017-04-08,0.0,Approved,1065.03,230.09,WeareA2B,Standard,medium,medium
281,40,2815,2017-02-18,0.0,Approved,1458.17,874.9,OHM Cycles,Standard,high,medium
282,1,541,2017-05-04,0.0,Approved,1403.5,954.82,Giant Bicycles,Standard,medium,medium
283,16,302,2017-03-29,0.0,Approved,1661.92,1479.11,Norco Bicycles,Standard,high,small
284,44,2024,2017-10-03,1.0,Approved,1769.64,108.76,WeareA2B,Standard,medium,medium
285,48,142,2017-07-27,1.0,Approved,1762.96,950.52,WeareA2B,Standard,medium,medium
286,56,768,2017-08-07,1.0,Approved,183.86,137.9,OHM Cycles,Standard,medium,medium
287,36,2147,2017-02-07,1.0,Approved,1289.85,74.51,Solex,Standard,low,medium
288,36,529,2017-11-20,1.0,Approved,945.04,507.58,Solex,Standard,low,medium
289,13,825,2017-02-23,0.0,Approved,1163.89,589.27,Solex,Standard,medium,medium
290,55,624,2017-04-05,1.0,Approved,1894.19,598.76,Trek Bicycles,Road,medium,large
291,38,2302,2017-11-07,0.0,Approved,1577.53,826.51,Solex,Standard,medium,medium
292,64,3380,2017-10-28,0.0,Approved,1977.36,1759.85,Giant Bicycles,Standard,high,small
293,0,314,2017-11-19,0.0,Approved,227.88,136.73,OHM Cycles,Standard,high,medium
294,79,1079,2017-08-25,1.0,Approved,1555.58,818.01,Norco Bicycles,Standard,medium,medium
295,11,1643,2017-01-20,1.0,Approved,1274.93,764.96,Giant Bicycles,Standard,high,medium
296,91,1524,2017-03-14,1.0,Approved,100.35,75.26,Solex,Standard,medium,medium
297,18,3205,2017-04-14,1.0,Approved,575.27,431.45,Solex,Standard,medium,medium
298,17,2860,2017-11-20,1.0,Approved,1024.66,614.8,Solex,Standard,high,medium
299,13,772,2017-05-24,0.0,Approved,1163.89,589.27,Solex,Standard,medium,medium
300,4,323,2017-03-25,1.0,Approved,1129.13,677.48,Giant Bicycles,Standard,high,medium
303,48,1883,2017-11-18,0.0,Approved,1762.96,950.52,WeareA2B,Standard,medium,medium
304,12,2745,2017-04-07,0.0,Approved,1231.15,161.6,WeareA2B,Standard,medium,medium
305,77,2819,2017-01-04,0.0,Approved,1240.31,795.1,Norco Bicycles,Road,medium,large
306,25,792,2017-12-13,0.0,Approved,2005.66,1203.4,OHM Cycles,Standard,high,medium
307,35,923,2017-04-20,0.0,Approved,1403.5,954.82,Giant Bicycles,Standard,medium,medium
308,7,3353,2017-07-21,0.0,Approved,980.37,234.43,Trek Bicycles,Road,low,medium
309,68,3394,2017-11-27,0.0,Approved,1636.9,44.71,OHM Cycles,Standard,medium,medium
